Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee
No,92,1,0,0.29,1,212.4,105,58.9,11.23
No,77,1,0,0.0,1,142.3,112,51.0,15.32
Yes,64,0,0,0.0,1,346.8,55,81.0,12.48
No,159,1,1,3.19,1,113.9,102,63.9,7.27
Yes,110,0,1,2.24,1,267.9,103,90.4,13.17
No,138,1,0,0.28,3,171.4,117,41.8,5.76
No,178,1,0,0.0,1,275.4,150,63.0,9.38
No,38,1,1,1.05,0,197.2,118,65.5,12.5
No,50,1,1,2.13,2,192.6,97,66.3,6.76
No,45,1,1,2.08,1,91.7,104,49.8,7.53
No,70,1,0,0.17,0,126.3,99,35.7,7.08
No,147,1,1,2.81,3,251.5,107,91.1,11.71
No,94,1,0,0.0,1,190.6,108,46.0,7.62
No,179,1,0,0.0,0,116.1,101,37.0,10.09
No,116,1,0,0.23,2,217.3,91,58.3,10.81
No,59,1,0,0.0,0,179.4,80,51.0,11.63
No,165,1,0,0.0,0,207.7,109,50.0,8.24
Yes,133,1,0,0.0,2,277.3,138,67.0,11.42
No,140,1,0,0.0,1,125.3,84,36.0,8.38
No,93,1,1,1.84,2,138.1,91,56.4,8.37
No,52,1,1,2.21,0,169.3,88,70.1,11.3
No,64,1,1,3.32,1,201.3,101,80.2,7.19
No,12,0,0,0.0,2,216.7,117,47.0,5.83
No,48,1,0,0.0,2,190.4,92,60.0,15.88
No,181,1,0,0.0,1,143.3,91,41.0,9.78
No,168,1,1,3.08,2,97.4,57,64.8,10.18
No,155,1,0,0.0,3,181.4,111,46.0,8.39
No,105,1,0,0.0,0,246.4,83,64.0,12.81
No,11,1,0,0.0,2,143.4,130,49.0,14.47
No,182,1,0,0.36,2,104.9,111,38.6,9.93
No,104,1,0,0.0,1,156.2,93,43.0,9.65
No,102,1,0,0.0,0,114.8,125,27.0,4.1
No,122,1,0,0.0,0,232.5,96,57.0,10.28
No,41,1,0,0.0,1,143.6,117,38.0,7.62
No,132,1,0,0.0,2,176.7,132,51.0,12.21
Yes,76,1,0,0.0,1,263.4,148,65.0,11.52
No,13,1,0,0.0,1,146.4,74,38.0,7.43
No,115,1,1,3.83,2,145.0,72,80.3,9.73
No,67,1,0,0.42,1,167.8,91,47.2,8.39
No,154,1,0,0.0,0,166.9,99,42.0,7.75
No,100,1,0,0.0,2,142.5,87,41.0,9.79
No,146,0,0,0.0,1,133.0,65,45.0,13.14
No,148,1,1,3.32,1,252.9,129,101.2,14.22
No,67,1,1,2.7,2,95.0,94,68.0,14.56
Yes,161,0,0,0.0,1,194.2,106,55.0,12.47
No,70,1,0,0.0,1,222.8,114,57.0,10.8
No,116,1,0,0.0,0,201.8,82,54.0,11.58
Yes,99,1,1,2.51,2,216.0,125,82.1,11.62
No,87,1,0,0.29,1,146.3,108,42.9,8.59
No,87,1,0,0.32,1,234.8,85,55.2,7.05
No,70,1,0,0.0,2,198.6,111,52.0,10.7
No,131,1,0,0.0,2,94.4,80,35.0,10.76
No,119,1,0,0.18,2,190.4,74,52.8,10.78
No,119,1,1,3.24,3,142.6,77,74.4,10.41
No,87,0,0,0.0,0,134.2,80,37.0,8.25
Yes,112,1,0,0.0,5,111.9,92,29.0,5.7
No,75,1,0,0.0,2,122.8,89,39.0,10.57
No,150,1,0,0.0,4,189.3,77,51.0,11.05
No,161,1,1,4.35,0,240.4,112,102.5,10.09
No,91,0,1,2.67,0,93.5,112,58.7,9.17
No,124,1,0,0.0,3,158.6,104,45.0,10.56
No,94,0,0,0.0,4,243.2,109,54.0,7.35
No,217,1,0,0.0,4,176.4,115,44.0,7.94
No,158,1,0,0.31,0,220.9,129,62.1,12.11
No,102,1,0,0.33,0,144.4,87,51.3,13.33
No,85,1,0,0.0,0,212.3,107,56.0,11.42
No,79,1,0,0.0,1,147.0,72,40.0,8.29
No,139,1,1,3.48,2,96.2,112,66.8,8.95
No,103,1,0,0.0,0,263.4,118,60.0,8.96
No,98,0,0,0.0,1,12.5,67,24.0,12.83
No,78,1,0,0.21,2,162.3,116,46.1,9.62
No,50,1,0,0.0,1,183.6,107,37.0,2.93
No,161,1,0,0.0,1,178.1,109,43.0,7.33
No,67,1,0,0.0,0,201.4,101,43.0,4.88
No,86,1,1,3.59,1,123.0,158,68.9,6.7
No,92,1,0,0.0,0,208.0,125,53.0,9.95
No,174,1,0,0.29,1,239.2,72,59.9,9.43
No,124,1,0,0.0,1,193.0,97,41.0,4.49
No,132,1,1,2.78,1,174.5,101,78.8,12.28
No,190,1,1,2.67,1,116.7,71,59.7,7.3
No,101,1,0,0.0,1,93.8,127,29.0,7.5
No,185,0,1,3.48,2,154.1,114,71.8,5.94
No,68,1,1,2.67,0,239.5,82,85.7,10.19
No,117,1,1,3.19,0,216.0,140,87.9,11.21
No,118,1,0,0.32,1,187.4,97,50.2,8.89
No,124,1,0,0.21,0,167.4,119,51.1,11.66
No,22,1,0,0.0,1,160.4,108,46.0,10.91
No,75,1,0,0.0,1,143.2,92,43.0,10.46
No,134,1,0,0.0,1,205.3,122,56.0,12.03
No,164,1,1,3.86,1,219.1,88,89.6,7.58
No,44,1,0,0.32,1,143.2,77,42.2,8.49
No,177,1,0,0.0,2,232.8,106,55.0,8.76
No,110,1,0,0.0,0,162.0,81,49.0,12.38
No,53,1,1,1.76,1,25.9,119,39.6,10.33
Yes,108,1,0,0.0,4,154.2,123,36.0,5.62
Yes,80,1,0,0.0,0,322.3,113,74.0,11.1
No,158,1,0,0.0,1,209.9,112,55.0,11.07
No,114,1,0,0.0,0,191.5,88,48.0,8.76
No,64,1,1,2.03,1,291.1,150,89.3,11.34
No,88,1,0,0.0,3,215.6,115,56.0,10.81
No,82,0,0,0.0,3,208.8,101,54.0,10.69
No,111,1,0,0.0,3,255.9,97,61.0,10.21
No,60,1,0,0.0,2,252.7,97,62.0,11.06
No,113,1,0,0.0,3,132.1,72,44.0,12.38
No,109,1,0,0.0,1,217.0,115,55.0,10.35
No,105,1,1,3.48,0,101.9,79,71.8,11.16
No,85,1,0,0.0,2,211.5,100,52.0,9.23
No,131,1,0,0.46,0,153.4,86,47.6,9.93
No,59,1,0,0.27,2,166.3,95,51.7,11.97
No,148,1,0,0.45,1,185.2,87,50.5,8.52
No,210,1,0,0.28,2,104.6,121,33.8,7.48
No,115,1,0,0.0,0,245.2,105,56.0,7.95
No,106,1,0,0.0,1,274.4,120,64.0,9.93
No,93,1,0,0.0,1,98.4,78,38.0,12.48
No,57,1,1,3.51,1,279.9,121,102.1,11.16
No,98,1,0,0.41,1,187.2,127,53.1,9.78
No,157,1,0,0.0,3,276.2,95,62.0,8.29
No,116,1,1,2.24,1,200.4,104,80.4,13.64
No,30,1,0,0.0,2,162.3,96,49.0,12.2
Yes,111,1,0,0.0,4,176.9,128,39.0,5.14
No,52,1,0,0.0,0,165.5,78,46.0,10.28
No,72,1,0,0.0,4,217.8,93,54.0,9.49
Yes,135,1,1,3.48,2,201.4,100,90.8,12.33
No,86,1,0,0.42,3,190.5,115,52.2,8.98
No,98,1,1,3.46,3,179.9,97,81.6,9.46
No,151,1,0,0.0,3,235.9,104,47.0,4.03
No,118,1,0,0.0,0,140.4,112,40.0,9.36
No,117,1,0,0.41,2,144.6,115,51.1,12.94
No,55,1,0,0.23,0,189.0,100,45.3,5.93
No,82,1,0,0.0,0,101.0,93,31.0,7.78
No,152,1,0,0.0,1,206.3,98,60.0,14.64
No,108,1,1,2.94,1,165.1,85,80.4,13.35
Yes,98,1,0,0.0,1,165.0,129,46.0,10.13
No,130,1,0,0.0,3,155.9,95,49.0,12.81
No,136,0,0,0.0,1,199.2,122,53.0,10.74
No,47,1,0,0.0,3,155.3,116,43.0,9.41
No,189,1,0,0.0,3,208.3,106,56.0,11.84
No,107,1,0,0.0,1,157.1,79,41.0,8.13
Yes,91,1,0,0.0,5,154.4,165,41.0,8.42
Yes,159,1,0,0.0,1,189.1,105,54.0,12.31
No,11,1,1,2.7,2,131.5,98,69.0,11.51
No,167,1,0,0.0,1,166.4,85,49.0,12.16
No,111,1,0,0.26,2,142.3,75,37.6,6.14
No,99,1,1,1.97,2,87.7,103,53.7,11.15
No,159,1,1,4.56,0,184.1,78,93.6,9.73
No,114,0,1,3.32,2,174.5,104,82.2,11.21
No,71,1,0,0.0,2,103.3,103,30.0,6.93
No,122,1,0,0.0,1,35.1,62,22.0,9.04
No,100,1,1,3.51,1,246.6,94,89.1,7.07
No,83,1,1,3.19,1,78.5,109,63.9,10.53
Yes,64,1,0,0.0,5,148.1,73,40.0,8.25
No,105,1,0,0.0,1,206.2,84,57.0,12.82
No,144,1,1,3.29,2,251.6,87,92.9,9.88
Yes,106,0,1,3.89,1,270.3,111,103.9,10.76
No,19,1,1,3.05,1,156.6,97,76.5,11.21
No,46,1,0,0.42,1,139.4,81,47.2,11.19
No,127,1,0,0.0,2,220.2,108,54.0,9.42
No,9,1,1,2.73,1,214.1,108,78.3,8.46
No,157,1,0,0.0,1,196.0,74,52.0,10.67
Yes,105,1,0,0.0,6,106.4,71,39.0,12.01
No,105,1,1,2.7,0,179.4,113,81.0,13.77
No,155,1,0,0.39,2,216.7,30,53.9,7.22
No,31,1,0,0.0,0,177.3,129,44.0,7.64
No,161,1,0,0.0,1,151.6,117,45.0,10.97
No,95,1,1,2.86,0,262.2,123,87.6,8.26
No,122,1,0,0.0,3,173.6,110,38.0,4.59
No,37,0,0,0.0,2,106.6,76,31.0,7.37
Yes,132,1,0,0.0,5,193.3,106,44.0,6.42
No,119,1,1,3.05,0,217.2,94,79.5,6.94
No,16,1,0,0.0,1,209.5,89,51.0,8.64
No,99,1,0,0.0,1,95.4,105,34.0,10.36
No,76,1,1,2.19,1,214.6,110,75.9,10.26
Yes,167,1,0,0.0,4,131.6,120,41.0,10.57
No,129,1,0,0.0,1,168.4,117,48.0,10.86
No,116,1,0,0.2,1,146.4,123,42.0,8.83
No,60,0,0,0.0,1,183.0,110,49.0,10.34
No,128,1,0,0.0,0,103.3,122,39.0,12.3
No,47,1,1,2.86,0,112.2,70,61.6,7.74
No,40,0,0,0.0,3,170.7,55,45.0,8.96
No,173,1,0,0.0,0,172.5,78,42.0,7.13
No,157,1,1,1.92,1,194.3,107,73.2,12.16
No,66,1,1,3.24,2,187.8,117,75.4,6.49
No,50,0,1,2.16,0,307.1,94,98.6,14.47
No,72,1,0,0.42,3,118.2,106,39.2,8.36
No,130,1,0,0.0,1,154.0,95,44.0,10.3
No,143,1,0,0.2,1,155.5,101,47.0,10.67
No,89,0,0,0.0,1,125.6,108,40.0,10.65
No,108,1,0,0.0,0,199.3,104,53.0,11.21
No,32,1,0,0.0,1,157.9,88,43.0,9.04
No,166,1,0,0.0,2,203.4,81,49.0,8.39
No,109,1,0,0.0,1,222.2,113,57.0,10.93
No,72,1,1,1.57,1,92.8,98,54.7,13.56
No,134,1,1,2.32,0,216.8,78,69.2,5.11
No,13,1,0,0.0,4,193.2,89,50.0,9.72
No,90,1,0,0.0,3,113.2,108,36.0,9.47
No,111,1,1,3.02,3,166.2,54,79.2,11.94
No,101,1,1,1.97,1,262.2,101,77.7,7.85
No,72,1,0,0.0,0,207.8,92,52.0,9.79
No,67,1,1,2.03,1,245.4,89,75.3,7.41
Yes,172,1,0,0.0,3,287.1,108,64.0,8.92
No,154,1,1,2.43,2,192.3,82,71.3,8.27
No,69,1,0,0.29,2,194.2,122,56.9,12.11
No,123,1,0,0.15,3,211.0,92,56.5,10.85
No,130,1,1,2.35,0,141.9,92,67.5,11.45
No,142,1,1,1.59,2,220.5,94,73.9,11.98
No,29,1,0,0.0,1,157.4,122,40.0,7.25
No,87,1,1,3.02,0,143.5,106,74.2,11.18
No,149,1,0,0.0,0,156.0,56,32.0,2.8
No,146,0,0,0.0,2,160.1,63,45.0,10.42
Yes,88,0,0,0.0,4,235.1,98,62.0,12.59
Yes,119,0,1,2.35,5,160.0,95,69.5,10.48
No,48,1,0,0.0,1,188.4,63,47.0,8.3
No,135,1,0,0.0,1,194.8,97,54.0,11.77
No,100,1,0,0.0,1,247.8,117,54.0,6.5
No,98,1,0,0.0,4,221.2,80,56.0,10.68
No,75,1,1,3.62,2,118.5,86,75.2,10.7
No,180,1,1,2.05,1,231.8,78,80.5,11.65
No,100,1,1,3.13,1,215.9,90,90.3,12.9
No,119,1,1,2.16,2,217.1,92,77.6,11.04
No,86,1,0,0.0,0,83.5,96,33.0,11.06
No,155,1,1,1.38,1,183.3,106,62.8,10.26
Yes,78,0,0,0.0,1,236.8,141,63.0,13.27
No,153,1,0,0.0,1,193.8,90,50.0,9.77
No,92,1,1,2.62,0,134.0,112,67.2,10.3
No,13,1,1,3.05,2,176.6,65,75.5,8.64
No,154,1,0,0.0,3,191.4,93,50.0,10.27
No,144,0,1,3.46,0,174.8,127,83.6,10.98
No,48,1,0,0.2,1,275.2,67,65.0,9.01
No,94,1,0,0.0,1,174.0,85,51.0,12.06
No,139,1,0,0.0,1,165.0,132,50.0,12.49
No,126,1,0,0.0,1,228.7,102,54.0,8.44
No,122,1,0,0.29,2,107.9,88,41.9,11.79
No,139,1,0,0.0,1,221.3,140,52.0,7.89
No,95,1,0,0.0,3,141.1,84,42.0,10.57
No,80,1,1,2.89,4,166.4,92,77.9,11.92
No,131,1,1,2.05,3,249.6,87,82.5,11.36
No,36,1,0,0.0,1,178.6,83,49.0,10.66
No,180,1,0,0.0,2,139.0,96,43.0,11.25
No,25,1,0,0.0,2,134.3,98,41.0,10.12
No,113,1,0,0.0,3,215.9,93,58.0,12.01
No,88,1,1,3.08,1,181.6,91,79.8,10.66
No,120,1,0,0.0,1,178.4,97,45.0,8.42
No,74,1,0,0.0,1,106.4,84,31.0,7.01
No,109,1,0,0.0,2,170.7,101,50.0,12.01
No,162,1,1,3.32,0,184.5,139,80.2,9.16
No,124,1,1,2.4,1,161.2,109,69.0,10.21
No,177,1,0,0.27,2,84.9,77,39.7,12.88
No,91,1,0,0.0,1,217.9,71,57.0,11.51
Yes,105,1,0,0.0,0,270.9,98,66.0,11.31
Yes,24,1,0,0.23,0,243.0,91,59.3,9.2
No,48,1,0,0.0,0,128.2,71,26.0,2.41
No,86,1,0,0.0,2,126.3,115,36.0,8.44
No,163,1,0,0.35,4,178.7,56,52.5,10.79
No,91,1,0,0.3,0,159.0,109,52.0,12.76
No,56,1,0,0.0,3,150.9,79,40.0,8.09
No,147,0,1,2.19,3,219.9,118,77.9,10.43
No,64,1,0,0.43,2,168.0,116,49.3,9.62
Yes,108,1,1,2.59,4,162.1,83,68.9,8.59
No,159,1,0,0.29,5,198.8,107,53.9,9.78
No,136,0,0,0.0,3,256.8,90,64.0,11.51
No,116,1,1,2.97,1,182.8,122,79.7,10.64
No,45,1,1,2.08,1,196.8,92,76.8,12.71
No,122,1,0,0.23,2,140.1,120,46.3,11.57
No,138,1,0,0.0,5,194.3,83,50.0,9.5
No,132,1,0,0.0,1,117.6,66,39.0,10.7
No,101,0,0,0.38,0,193.7,108,52.8,9.33
No,58,1,0,0.29,2,243.1,105,63.9,11.57
No,81,1,0,0.0,1,145.4,132,36.0,6.47
No,87,1,0,0.0,3,169.1,105,44.0,8.5
No,116,1,0,0.0,2,229.3,93,55.0,9.23
No,85,0,0,0.38,4,197.2,97,55.8,10.59
Yes,62,1,1,3.0,2,186.4,84,79.0,10.05
No,90,1,0,0.0,0,76.1,121,38.0,14.52
No,98,1,0,0.0,2,162.8,65,44.0,9.25
No,73,1,0,0.0,1,182.3,115,48.0,9.96
No,107,0,0,0.0,2,194.4,83,55.0,12.39
No,55,1,1,3.38,2,189.3,95,76.8,5.93
No,76,1,1,2.57,3,160.1,107,67.7,8.44
No,30,1,0,0.0,3,145.0,76,46.0,12.04
No,157,1,0,0.0,4,220.7,105,48.0,5.97
Yes,40,1,1,2.03,1,224.7,69,70.3,6.73
No,72,1,0,0.28,1,147.0,79,41.8,8.12
No,95,1,1,2.73,1,260.8,130,90.3,10.67
No,42,1,0,0.0,0,155.4,127,41.0,8.21
No,86,1,0,0.34,1,166.2,112,53.4,12.77
No,131,1,0,0.33,0,211.8,115,62.3,13.03
Yes,55,1,1,2.97,4,130.5,114,69.7,10.42
No,74,1,0,0.0,0,162.7,102,53.0,14.6
No,81,0,1,2.13,1,237.1,76,84.3,13.21
No,81,1,0,0.0,4,166.2,102,47.0,10.88
Yes,28,1,0,0.0,6,121.7,48,32.0,6.29
No,111,1,0,0.0,0,176.4,62,48.0,10.05
No,3,1,1,3.08,2,67.4,116,63.8,12.2
Yes,51,1,0,0.0,1,229.7,129,68.0,16.8
No,68,1,1,3.97,1,176.0,118,93.7,13.9
Yes,163,1,0,0.35,0,247.7,77,69.5,13.48
No,87,1,0,0.36,2,115.4,90,45.6,13.13
Yes,58,1,0,0.0,0,112.2,95,37.0,10.48
No,109,1,0,0.27,0,162.6,138,43.7,7.7
No,111,1,0,0.0,4,229.4,107,58.0,10.71
No,144,1,0,0.0,2,139.6,96,35.0,6.21
Yes,135,1,0,0.0,5,263.8,66,67.0,12.57
No,109,1,1,2.43,4,217.5,123,81.3,11.69
No,107,1,1,2.03,1,114.3,132,57.3,9.99
No,149,1,0,0.0,2,196.3,108,45.0,6.84
No,56,1,0,0.3,1,253.2,95,63.0,9.4
No,129,1,0,0.37,0,98.0,99,41.7,12.04
No,92,1,0,0.0,0,249.4,118,61.0,10.58
No,67,1,1,3.92,1,129.6,107,81.2,11.65
No,120,1,0,0.0,0,221.3,106,61.0,13.38
No,166,1,0,0.39,1,220.7,106,56.9,8.89
No,66,1,0,0.24,1,87.6,76,40.4,13.1
No,76,1,0,0.0,0,203.6,61,49.0,8.09
No,79,1,0,0.0,2,213.6,110,57.0,11.75
No,98,1,1,3.48,2,181.6,112,84.8,11.04
No,141,1,1,2.11,1,215.4,123,86.1,16.44
Yes,49,1,0,0.0,2,266.3,90,63.0,10.39
No,46,1,0,0.21,3,199.2,111,51.1,8.76
No,137,1,0,0.13,3,115.0,130,33.3,6.89
Yes,171,1,0,0.0,1,270.5,69,66.0,11.5
No,10,1,0,0.42,1,222.2,127,55.2,7.66
No,88,1,0,0.0,3,61.9,78,33.0,13.13
No,89,1,0,0.0,2,141.1,92,46.0,12.46
Yes,82,1,0,0.0,3,189.2,81,48.0,9.22
No,139,1,0,0.0,3,196.0,135,50.0,9.3
No,87,1,0,0.0,0,171.6,119,47.0,10.25
No,137,0,0,0.34,2,174.0,123,47.4,8.07
Yes,45,1,0,0.0,1,78.6,106,30.0,9.37
No,90,1,0,0.0,1,200.9,92,49.0,8.22
No,103,1,0,0.0,1,141.3,123,46.0,12.68
No,100,1,0,0.21,2,235.8,130,58.1,8.8
No,110,1,0,0.0,3,185.1,100,46.0,8.26
No,124,1,0,0.0,2,254.3,113,50.0,3.95
No,10,1,0,0.0,2,183.0,103,50.0,10.74
No,89,1,1,2.03,2,163.5,80,72.3,13.74
No,121,1,0,0.32,2,207.9,98,57.2,10.53
No,101,1,0,0.0,3,248.6,102,58.0,8.75
No,103,1,1,3.92,2,185.4,105,88.2,9.88
No,51,1,0,0.0,1,197.8,60,53.0,11.05
Yes,2,0,0,0.27,2,132.1,42,37.7,6.95
No,111,1,0,0.0,0,197.1,117,53.0,11.39
No,118,1,0,0.0,2,154.6,112,42.0,9.21
Yes,17,1,1,2.7,6,153.1,115,69.0,9.3
No,130,1,0,0.0,2,211.2,119,56.0,11.56
Yes,193,1,0,0.29,2,96.8,92,31.9,7.13
No,114,1,0,0.4,1,172.0,145,57.0,13.82
No,137,1,0,0.29,2,141.1,91,39.9,7.36
No,185,1,1,3.73,2,151.1,121,84.3,12.24
No,101,1,0,0.0,3,209.6,107,56.0,11.44
No,95,1,1,2.84,3,247.0,109,81.4,6.28
No,7,1,1,2.92,1,221.4,114,81.2,8.29
Yes,126,1,0,0.0,1,321.3,99,69.0,8.4
No,71,1,0,0.0,0,243.7,124,47.0,3.0
No,124,1,0,0.0,3,251.5,85,61.0,10.71
Yes,97,0,0,0.38,0,236.9,107,57.8,7.88
No,28,1,0,0.0,2,159.7,79,46.0,10.84
Yes,90,0,0,0.0,4,148.2,96,44.0,11.02
No,190,1,0,0.0,1,150.9,86,49.0,13.43
No,31,1,1,3.11,1,210.5,101,89.1,12.53
No,52,1,1,1.11,2,170.9,71,58.1,10.07
No,73,1,0,0.0,0,254.7,80,51.0,4.51
Yes,111,1,0,0.0,0,284.4,89,62.0,7.85
Yes,98,1,0,0.0,4,0.0,0,14.0,7.98
Yes,106,0,0,0.0,1,133.7,45,39.0,9.39
No,111,1,0,0.0,0,224.9,117,55.0,9.6
No,59,1,0,0.26,1,151.8,98,46.6,10.5
No,71,1,1,1.51,2,141.4,107,53.1,8.15
Yes,55,1,0,0.4,0,285.7,124,73.0,11.55
No,13,1,0,0.0,1,58.4,121,33.0,13.11
No,136,1,1,3.54,0,90.4,105,68.4,10.07
No,123,1,0,0.24,0,114.4,91,40.4,10.83
No,105,1,0,0.26,2,147.7,103,47.6,11.14
No,50,1,1,3.67,3,302.7,93,108.7,12.03
No,118,1,0,0.0,1,136.1,120,41.0,10.21
No,97,1,0,0.0,3,169.7,84,43.0,8.3
No,51,1,0,0.0,0,227.2,89,56.0,9.72
Yes,73,1,0,0.0,1,217.8,91,56.0,11.03
No,35,1,0,0.32,2,124.2,102,35.2,6.2
No,64,1,0,0.0,1,206.2,76,55.0,11.62
No,63,1,0,0.0,3,132.9,122,29.0,3.35
No,117,1,1,2.08,3,104.9,115,59.8,11.88
Yes,115,1,0,0.0,1,245.0,97,63.0,12.54
No,162,1,0,0.0,1,184.5,118,51.0,11.2
No,89,1,0,0.0,3,89.5,66,31.0,8.97
No,94,0,0,0.28,1,235.6,131,59.8,9.74
No,129,1,0,0.0,4,186.0,127,54.0,13.12
No,86,1,0,0.0,1,223.9,75,52.0,7.79
No,96,1,0,0.0,1,179.5,125,45.0,8.12
No,190,1,0,0.0,1,169.4,102,51.0,12.68
No,80,1,0,0.0,1,118.1,90,33.0,7.22
Yes,108,1,0,0.0,4,112.0,105,36.0,9.69
No,97,1,1,2.3,0,168.4,129,71.0,11.3
No,84,1,1,3.05,0,214.3,112,83.5,9.41
Yes,65,1,0,0.0,4,245.7,139,63.0,12.1
No,131,1,1,3.62,1,156.6,134,69.2,3.55
No,58,0,1,2.4,1,142.8,96,72.0,13.62
No,36,1,0,0.29,3,202.4,115,57.9,11.54
No,54,1,0,0.0,1,116.8,119,31.0,6.16
No,45,1,0,0.37,1,155.7,110,52.7,13.02
No,125,1,1,2.46,2,236.1,107,89.6,14.46
No,72,1,1,2.21,2,138.1,113,68.1,13.01
No,141,1,0,0.26,3,51.9,108,25.6,8.1
No,113,1,0,0.0,0,81.3,116,33.0,11.03
No,20,1,1,1.92,0,171.5,98,62.2,7.66
No,212,1,0,0.0,1,126.0,96,34.0,7.22
No,99,0,0,0.0,4,197.2,127,47.0,7.8
No,94,1,0,0.0,1,194.1,62,53.0,11.36
No,40,1,0,0.0,1,115.7,105,31.0,6.39
No,86,1,1,2.27,3,157.2,118,66.7,9.82
Yes,101,1,0,0.0,3,269.7,85,64.0,10.38
No,170,1,0,0.21,0,246.4,107,64.1,11.41
No,105,1,0,0.0,1,227.4,121,62.0,13.43
No,103,1,0,0.33,0,189.8,110,46.3,5.78
No,140,0,1,3.11,4,188.9,124,77.1,8.05
No,101,1,0,0.3,1,0.0,0,20.0,9.61
No,98,1,1,2.97,1,110.5,87,68.7,11.39
No,104,1,0,0.33,4,167.6,116,51.3,10.96
No,115,1,0,0.0,3,132.0,90,40.0,9.88
No,112,1,0,0.0,0,167.8,88,50.0,12.4
No,70,1,0,0.0,1,213.4,86,54.0,10.24
No,126,1,0,0.0,0,175.4,120,39.0,4.92
No,87,1,1,2.57,3,82.6,113,59.7,11.22
Yes,125,1,0,0.0,4,143.2,80,32.0,4.41
No,86,1,0,0.0,1,125.5,139,45.0,13.49
Yes,73,1,1,3.19,6,82.3,105,67.9,12.81
No,232,1,0,0.14,1,165.6,104,46.4,9.8
No,1,1,1,2.27,0,183.1,95,73.7,11.63
No,133,1,0,0.0,1,162.1,91,46.0,10.61
No,103,1,0,0.0,1,166.6,84,45.0,9.62
No,131,1,1,2.54,1,135.9,60,68.4,11.66
No,95,1,1,2.65,0,165.7,78,73.5,10.78
No,182,1,0,0.35,1,176.1,90,48.5,8.75
No,99,1,0,0.0,0,142.3,89,42.0,10.23
No,27,1,0,0.0,3,177.6,121,56.0,14.84
No,141,1,0,0.32,1,83.2,74,34.2,9.53
No,29,0,1,1.54,2,235.0,101,71.4,9.17
No,65,1,0,0.0,2,105.7,95,31.0,7.09
Yes,81,0,0,0.0,3,149.4,68,41.0,8.6
No,37,1,1,2.81,0,264.7,81,92.1,10.83
No,107,1,1,1.51,1,160.3,45,62.1,11.08
No,127,0,1,2.81,1,95.9,117,58.1,7.98
No,78,1,0,0.34,0,140.7,77,44.4,9.76
No,55,1,0,0.0,2,119.7,148,41.0,11.59
No,86,1,1,2.65,2,99.9,84,66.5,13.18
No,176,1,0,0.0,2,250.9,108,58.0,8.57
No,96,0,0,0.0,2,200.6,117,59.0,14.48
No,11,1,1,1.89,1,209.8,130,71.9,9.83
No,48,1,1,2.05,1,198.0,70,77.5,13.69
No,127,1,0,0.0,1,239.8,107,52.0,6.45
No,63,1,0,0.27,0,164.5,75,43.7,7.4
No,79,1,0,0.0,1,220.9,107,54.0,9.61
No,47,1,1,3.56,2,112.8,150,75.6,12.2
Yes,89,0,1,3.0,0,112.6,114,72.0,13.09
No,83,1,1,2.92,1,226.4,117,88.2,11.74
No,126,0,1,2.62,4,244.9,118,87.2,10.98
No,60,1,0,0.27,2,203.2,99,57.7,11.79
No,122,1,0,0.0,0,136.7,115,44.0,12.16
No,136,1,0,0.0,1,152.6,97,44.0,10.45
No,172,1,1,2.38,1,274.9,102,86.8,9.33
Yes,102,1,0,0.0,1,195.7,116,52.0,10.46
No,113,0,0,0.31,1,204.3,82,54.1,9.44
No,79,1,0,0.0,3,222.3,99,51.0,7.31
No,55,1,1,2.62,1,222.5,104,79.2,8.58
No,111,1,1,2.78,2,128.8,104,63.8,7.87
No,160,1,0,0.31,0,174.3,105,48.1,8.57
No,110,1,0,0.0,4,242.5,110,56.0,8.12
No,192,1,0,0.0,4,221.6,101,62.0,14.26
No,93,1,0,0.0,0,114.3,100,39.0,11.06
No,101,1,1,2.57,2,219.7,137,79.7,9.34
No,77,1,0,0.0,2,144.9,136,38.0,7.57
No,105,1,1,2.19,2,236.5,111,72.9,5.85
Yes,133,1,1,3.81,2,174.0,80,86.1,10.47
No,131,1,0,0.0,1,109.5,95,47.0,16.61
No,106,1,1,2.67,1,81.6,120,60.7,11.78
No,118,1,0,0.0,1,133.4,113,33.0,6.05
No,125,1,0,0.0,1,137.1,94,42.0,10.49
No,95,1,0,0.0,0,197.0,88,50.0,9.52
No,80,1,0,0.0,3,198.1,160,47.0,7.84
No,145,1,0,0.32,0,39.5,78,33.2,13.22
No,37,1,0,0.0,2,199.5,107,52.0,10.38
No,87,1,0,0.0,1,156.8,93,45.0,10.79
No,69,1,0,0.0,3,183.4,85,52.0,11.88
No,83,1,0,0.0,1,132.4,120,33.0,6.08
No,195,1,0,0.0,0,63.2,108,30.0,11.01
Yes,67,0,1,4.56,0,181.1,59,95.6,10.8
No,75,1,1,1.13,3,117.5,102,49.3,10.34
No,123,1,1,4.05,0,218.7,79,92.5,8.17
No,41,1,1,1.59,1,207.3,95,62.9,6.87
No,75,1,0,0.0,0,150.6,99,52.0,15.08
Yes,76,0,0,0.3,1,273.3,66,72.0,13.18
No,86,0,0,0.0,1,266.1,120,61.0,9.1
No,140,1,0,0.38,0,112.8,89,36.8,7.84
No,70,1,0,0.0,3,104.7,112,25.0,4.11
